web-scraper-order,web-scraper-start-url,Name,Description
"1544977602-101","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 12, Chapter 3","After the attack on the peace conference at Deep Space K-7, talks between the Klingons and Gorn broke down completely. The Klingons pushed their advance into Gorn territory, and the Gorn, mindful of the need to protect their homeworld, moved ships away from their outlying territories.

King Slathis approached the Letheans for additional assistance, but most outside analysts believed that the Gorn did not have the spare resources to hire Lethean mercenaries and still pay the prices demanded by the Nausicaans for their support.

Victory for the Klingon Empire seemed to be only a matter of time."
"1544977602-241","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Last Days of the Dewans: Part Six","It took decades of work before we were ready to activate the doorway.

Our biggest problem was power. The mechanism required massive amounts of power, more than our entire power grid could supply. We determined that the beings who created this device must have used geothermal power, which was why it was located deep underground. We needed to develop new technology to be able to tap the power successfully, and upgrade our grid to be able to handle it. Even new types of cable had to be developed.

All along were were being pushed to do it faster. The public wanted to see progress. The leaders called for status updates. Maybe that's why it happened. There was so much pressure people started cutting corners.

Finally we were ready. Dignitaries from all fields gathered in the doorway chamber for the great day. Three men had been chosen to be the first through the door. They were the best of us.

The minister of science threw the switch. With a great thrumming vibration, the doorway came to life. It was a success!

And then disaster struck."
"1544977602-50","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 4, Chapter 5","In legal matters, Rear Admiral James Bennett of the Starfleet Judge Advocate General's office ruled that the ""Data decision,"" referenced in The Doctor's legal arguments to keep the mobile emitter, was too narrow to be used in The Doctor's case. Bennett ruled that the precedent could only be applied to prove that The Doctor was not the property of Starfleet, and not to decide whether or not he is a sentient being. The Doctor's counsel appealed the decision, and analysts predicted that the case would continue for some time.

The Soong Foundation, a group affiliated with the Daystrom Institute and dedicated to promoting the rights of artificial life forms, announced that it was beginning research to create a mobile holographic emitter of its own design, with the hopes that the technology could be adapted for civilian use."
"1544977602-250","https://sto.gamepedia.com/Accolade/Lore#Volume_1","Family Comes First","You took every chance you had to help search for Tovan Khev's sister at the Suliban Helix, on Gasko Station, and in the Ajlion System."
"1544977602-222","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The History of New Romulus: Volume 5, Chapter 3","When I was little, I wanted to work in the nursery and help take care of the children. There are fewer children now, because our leaders have called for population controls until we find a new homeworld.

Fewer children mean fewer teachers. I had to find something else once I came of age.

My mother encouraged me to study with the priestesses, but to me, that was even more unnecessary than nursery workers. We can't cling to the old ways or the old world anymore. Even our language is starting to change as we pick up words from the races we trade with or slang slips into everyday use.

Now I'm a junior sensors officer. It's a boring job most of the time, just simple maintenance and monitoring. But it's quiet and safe, and I like to think I'm doing some good.

Maybe if we find a new planet, I'll be the first one to see it."
"1544977602-210","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The History of New Romulus: Volume 3, Chapter 1","The planet was forgotten.

It stayed that way until about the 4th century, Earth time. That was the Time of Awakening on Vulcan, when Surak ended the wars and taught the philosophy of logic. He was opposed by ""those who marched beneath the raptor's wings,"" Vulcans who embraced their emotions and did not want to change.

Eventually, thousands of Vulcans left the homeworld to wander the stars in giant generational ships, looking for a world to call their own. During their quest they landed on the planet that much later would be known as New Romulus."
"1544977602-218","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The History of New Romulus: Volume 4, Chapter 6","Mother is a botanist in the hydrophonic labs. Father is an engineer. He says I can be an engineer too when I'm older, but I don't want to work with the engines. They're loud and dirty and always breaking down.

Maybe I'll be a teacher or work in a nursery. There are always new babies, and all of the adults on the ships work such long shifts that they don't spend much time with their families. Father only comes back to our quarters to sleep.

Every day is the same here."
"1544977602-245","https://sto.gamepedia.com/Accolade/Lore#Volume_1","Awaiting the Return","You found documents detailing the previous inhabitants of the sphere retreating to somewhere else, promising that they would one day return."
"1544977602-30","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 29","Complete the Path to 2409: Volume 29."
"1544977602-123","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 15, Chapter 5","The case at the heart of the fight over the legal status of artificial lifeforms came to a close when the Supreme Court of the Federation ruled that The Doctor is indeed a sentient being, and, as such, he had the right to self-determination and the right to retain the mobile emitter brought back from the Delta Quadrant.

The court went on to set standards which artificial lifefroms must pass to be considered sentient, and ruled that any that cannot do so are technological constructs that are the property of their creators or owners.

""This is a major victory,"" said Alyssa Cogly-Shaw of the Soong Foundation after the ruling. ""These are people, not replicators. We won't stop until every photonic lifeform has the right to choose how they want to live."""
"1544977602-52","https://sto.gamepedia.com/Accolade/Lore#Volume_1","The Path to 2409: Volume 5, Chapter 2","The Romulan defeat at Xanitla made open war with Empress Donatra unfeasible. Praetor Tal'aura reluctantly agreed to negotiate with the Imperial Romulan State to determine the new borders and the establishment of a neutral zone, but rejected the Federation's offer to mediate the talks.

Donatra said that she would welcome the Federation's input, but that she would defer to Tal'aura's decision in this matter. She sent Admiral Taris to the Romulan capital as her representative."
